file	product	N_sites	S_sites	N_diffs	S_diffs	dN	dS	SE_dN	SE_dS	dN_minus_dS	dN_over_dS	SE_dN_minus_dS	Z_value	significance
HCV1A/HCV1A_Con_Align.fasta	E1	428.667706405851	147.316908978765	13.5448122840249	36.1841566849993	0.03159746368018	0.245621204896549	0.00486166550664811	0.0152753499783907	-0.214023741216369	0.128643061145671	0.0162454068320278	-13.1744156012406	***
HCV1A/HCV1A_Con_Align.fasta	HVR1	59.0157060607615	21.88799609474	15.4058582771819	7.99355142463674	0.26104675018749	0.365202524252904	0.0310862481262239	0.0430435255722749	-0.104155774065414	0.71479996125852	0.0415076938989563	-2.50931247394675	**
HCV1A/HCV1A_Con_Align.fasta	NS5A	1006.52112080359	337.448109965636	30.7313379965001	82.1463830325378	0.0305322336127081	0.243434118036409	0.00296092510320433	0.0106004553731911	-0.212901884423701	0.125422984497767	0.0107855349396557	-19.7395757943275	***
HCV1A/HCV1A_Con_Align.fasta	E2	763.380365198538	244.588865570692	34.0242980977093	69.4300168931914	0.0445705701231395	0.283864176446431	0.00493663615242585	0.011840842182833	-0.239293606323292	0.157013719311463	0.0125291606266299	-19.0989335562264	***
HCV1A/HCV1A_Con_Align.fasta	NS2	478.223931623932	172.776068376068	18.3537536346815	42.8644858577848	0.0383789944856097	0.248092726386648	0.0046314362388197	0.0137236778207374	-0.209713731901039	0.154696169632143	0.0143668973657383	-14.5970091218969	***
HCV1A/HCV1A_Con_Align.fasta	NS4B	578.179487179487	204.789743589744	7.66615560842365	50.5582165829588	0.013259127621115	0.246878655623703	0.00250433737398549	0.0124604856851571	-0.233619528002588	0.0537070634462818	0.0126254430480689	-18.5038677148301	***
HCV1A/HCV1A_Con_Align.fasta	NS4A	119.720512820513	42.2794871794872	1.93861573706935	9.86376332716538	0.016192845247629	0.233299029510249	0.00546841035963928	0.0304077363354183	-0.21710618426262	0.0694081123338646	0.0302919011838198	-7.16713628983398	***
HCV1A/HCV1A_Con_Align.fasta	Core	416.574358974359	156.425641025641	1.75443210855582	18.5864084941404	0.00421157008529132	0.118819449115083	0.000903421362210639	0.0126644225975913	-0.114607879029792	0.0354451238131241	0.0126974786980038	-9.0260343612791	***
HCV1A/HCV1A_Con_Align.fasta	NS1	137.236752136752	51.7632478632479	5.66766234910565	12.3172702440744	0.0412984296178767	0.237953968356373	0.00980833887226955	0.0251789747080916	-0.196655538738496	0.173556381106559	0.0266993417858826	-7.3655575600174	***
HCV1A/HCV1A_Con_Align.fasta	NS3	1395.18803418804	497.781196581196	15.9044805709754	124.427160983347	0.0113995247817843	0.249963561978483	0.00140493362261747	0.0082776329273201	-0.238564037196699	0.0456047461140177	0.00834795833883414	-28.577530878049	***
HCV1A/HCV1A_Con_Align.fasta	NS5B	762.688888888888	248.311111111111	12.9435060357741	50.2749449290686	0.0169708858019823	0.202467560569902	0.00272093096546684	0.0125202650418814	-0.18549667476792	0.0838202710311367	0.0127488154448709	-14.5501106020441	***
