"","SampleID","Pi"
"1","D75046",0.0208943299831927
"2","D75054",0.0200262342681905
"3","D75064",0.017046960342694
"4","D75066",0.0157507471274133
"5","D75077",0.0122310072849078
"6","D75079",0.0200802919167896
"7","D75150",0.00786967678423569
"8","D75173",0.0231398491326352
"9","D75201",0.0226404891716224
"10","D75211",0.0166455588007646
"11","D75224",0.00855259706940288
"12","D75239",0.0138716680399067
"13","D75240",0.0100227489068971
"14","D75251",0.00890426466867868
"15","D75290",0.0129682284495941
"16","D75292",0.0134702024590338
"17","D75315",0.0204571616147571
"18","D75327",0.0212692381648439
"19","D75338",0.008998635417055
"20","D75366",0.0208843692347507
"21","D75383",0.0171036016576975
