"","pos","gene.vector","D75046","D75054","D75064","D75066","D75077","D75079","D75150","D75173","D75201","D75211","D75224","D75239","D75240","D75251","D75290","D75292","D75315","D75327","D75338","D75366","D75383"
"1",264,"5' UTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00152814299720161,NA,NA,NA,NA,0.603801099774925,0.252826471668503,NA,NA,NA,0.022764689745887
"2",265,"5' UTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0400871403479348,NA,NA,NA,NA,0.0318667199890596,0.00746220447214151,NA,NA,NA,0
"3",266,"5' UTR",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.00154135115381717,NA,NA,NA,NA,0.000918528266930533,0,NA,NA,NA,0
"4",267,"5' UTR",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.000380807311500381,NA,NA,NA,NA,0.00112076727652082,0,NA,NA,NA,0
"5",268,"5' UTR",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0.00329346097463111,0,NA,NA,NA,0
"6",269,"5' UTR",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.00112205448449082,NA,NA,NA,NA,0.00049704138109396,0.00043010752688172,NA,NA,NA,0
"7",270,"5' UTR",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.002228962832881,NA,NA,NA,NA,0.00738259733167991,0,NA,NA,NA,0
"8",271,"5' UTR",NA,NA,NA,NA,NA,NA,0.00163800163800164,NA,NA,NA,0.0029038058815016,NA,NA,NA,NA,0.00560679739462768,0.000429553264604811,NA,NA,NA,0
"9",272,"5' UTR",NA,NA,NA,NA,NA,NA,0.00161550888529887,NA,NA,NA,0.00574270796294854,NA,NA,NA,NA,0.00461258789265122,0.000429461026411853,NA,NA,NA,0
"10",273,"5' UTR",NA,NA,NA,NA,NA,NA,0.00315955370991144,NA,NA,NA,0.00391590954928001,NA,NA,NA,NA,0.00390331779782132,0,NA,NA,NA,0
"11",274,"5' UTR",NA,NA,NA,NA,NA,NA,0.00466804097677999,NA,NA,NA,0.00389718018845765,NA,NA,NA,NA,0.00604928264477743,0.000428540818512963,NA,NA,NA,0
"12",275,"5' UTR",NA,NA,NA,NA,NA,NA,0.00445323331694626,NA,NA,NA,0.00281485335704163,NA,NA,NA,NA,0.00447393889001541,0,NA,NA,NA,0
"13",276,"5' UTR",NA,NA,NA,NA,NA,NA,0.00294117328322285,NA,NA,NA,0.0800406107075722,NA,NA,NA,NA,0.00659945778376676,0,NA,NA,NA,0
"14",277,"5' UTR",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.00341909076618159,NA,NA,NA,NA,0.00285513759944754,0.000426348326582818,NA,NA,NA,0
"15",278,"5' UTR",NA,NA,NA,NA,NA,NA,0.00141043723554302,NA,NA,NA,0.00169267696063921,NA,NA,NA,NA,0.00210959999638906,0.000425803704492229,NA,NA,NA,0
"16",279,"5' UTR",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.00336100084042006,NA,NA,NA,NA,0.00657084879811293,0,NA,NA,NA,0.00043308791684712
"17",280,"5' UTR",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.00556157516934294,NA,NA,NA,NA,0.00318225323611139,0.000425441395447777,NA,NA,NA,0
"18",281,"5' UTR",NA,NA,NA,NA,NA,NA,0.00129449838187702,NA,NA,NA,0.00222393504594921,NA,NA,NA,NA,0.00363932386661945,0.000424718623911659,NA,NA,NA,0
"19",282,"5' UTR",NA,NA,NA,NA,NA,NA,0.00743182545465761,NA,NA,NA,0.00530165090378456,NA,NA,NA,NA,0.00534135511299258,0,NA,0,NA,0
"20",283,"5' UTR",NA,NA,NA,NA,NA,NA,0.0116677573677199,NA,NA,NA,0.00181401235871723,NA,NA,NA,NA,0.00235969701957787,0.000423280423280423,NA,0.00574527560576589,NA,0
"21",284,"5' UTR",NA,NA,NA,NA,NA,NA,0.0471690748241113,NA,NA,NA,0.00268816952000038,NA,NA,NA,NA,0.00367668215161374,0.000423011844331641,NA,0.00188857412653447,NA,0
"22",285,"5' UTR",NA,NA,NA,NA,NA,NA,0.578390106451773,NA,NA,NA,0.0654558498398082,NA,NA,NA,NA,0.118110114656225,0.00506674584603622,NA,0.091997599632885,NA,0.00172963564395396
"23",286,"5' UTR",NA,NA,NA,NA,NA,NA,0.00351445179368937,NA,NA,NA,0.00336287841143467,NA,NA,NA,0,0.0037732458360002,0,NA,0.00169635284139101,NA,0
"24",287,"5' UTR",NA,NA,NA,NA,NA,NA,8.1055522987254e-05,NA,NA,NA,0.00257198024280019,NA,NA,NA,0.00302571513775147,0.00359071470205807,0.000839718666470676,NA,0.00625852848976581,NA,0
"25",288,"5' UTR",NA,NA,NA,NA,NA,NA,2.7010601661152e-05,NA,NA,NA,0.000253742704897234,NA,NA,NA,0,0.00200209432613102,0.000419375131054728,NA,0,NA,0
"26",289,"5' UTR",NA,NA,NA,NA,NA,NA,5.40080741874013e-05,NA,NA,NA,0.00151505548693261,NA,NA,NA,0.00298507129453187,0.00252015386481662,0.000838310776103177,NA,0.00437316385235107,NA,0
"27",290,"5' UTR",NA,NA,NA,NA,NA,NA,2.70036724994599e-05,NA,NA,NA,0.00325093248988294,NA,NA,NA,0.00296186475578618,0.00281652889144211,0.000419023674837628,NA,0.00143884892086331,NA,0
"28",291,"5' UTR",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.00458848369157829,NA,NA,NA,0.00283285834200381,0.00278163762941033,0,NA,0,NA,0
"29",292,"5' UTR",NA,NA,NA,NA,NA,NA,0.000134965151667303,NA,NA,NA,0.00313735249902776,NA,NA,NA,0,0.00312700130010637,0,NA,0.00405130555791912,NA,0
"30",293,"5' UTR",NA,NA,NA,NA,NA,NA,2.69931032621165e-05,NA,NA,NA,0.00243370980760042,NA,NA,NA,0,0.00349061819392729,0.00127596210855997,NA,0.00392841028726124,NA,0.000432900432900433
"31",294,"5' UTR",NA,NA,NA,NA,NA,NA,0.000188965931314194,NA,NA,NA,0.0117649170004174,NA,NA,NA,0,0.0054197929154273,0.0461002333972844,NA,0.0116427432216906,NA,0.218339372932094
"32",295,"5' UTR",NA,NA,NA,NA,NA,NA,0.000135172033184159,NA,NA,NA,0.00210039123967155,NA,NA,NA,0.00561697107185665,0.00307526283280812,0.0641138767400142,NA,0.00524846628151996,NA,NA
"33",296,"5' UTR",NA,NA,NA,NA,NA,NA,0.000297634051059544,NA,NA,NA,0.00287841210144677,NA,NA,NA,0.00117302052785924,0.00505346709449483,NA,NA,0.000961076405574243,NA,NA
"34",297,"5' UTR",NA,NA,NA,NA,NA,NA,0.000162509874221932,NA,NA,NA,0.00374874917359082,NA,NA,NA,0.00115273775216138,0.00325275092867845,NA,NA,0.0111972744101153,NA,NA
"35",298,"5' UTR",NA,NA,NA,NA,NA,NA,0.000108381625104735,NA,NA,NA,0.00104835517624337,NA,NA,0,0.00452446493293202,0.0050779876541939,NA,0.00193986420950533,0.00311526195761335,0,NA
"36",299,"5' UTR",NA,NA,NA,NA,NA,NA,0.000162585102669806,NA,NA,NA,0.00395502766542828,NA,NA,0.00345124592664908,0.00446069175047427,0.00626703385503041,NA,0.00572335417043323,0.00765662585823649,0.00758285608853419,NA
"37",300,"5' UTR",NA,NA,NA,0.009567428336477,NA,NA,0.000108424223181148,NA,NA,NA,0.00158905271182062,NA,NA,0.00658433526782192,0.0057660213020464,0.00501846002678432,NA,0.00553844680680071,0.008074941878523,0.0141167475315751,NA
"38",301,"5' UTR",NA,NA,NA,0.00374356328254162,NA,NA,0.000135543229823111,NA,NA,NA,0.00291414889497098,NA,NA,0,0.000800640512409928,0.00274814701980807,NA,0.00365129848989507,0.00436177828505783,0.00341734114189204,NA
"39",302,"5' UTR",NA,NA,NA,0.00369173736949632,NA,NA,5.42645123455513e-05,NA,NA,NA,0.00268358868428463,NA,NA,0.00329760473982989,0.00320127434355891,0.00313389036778628,NA,0.00182648401826484,0.00579944345390953,0.00169779286926995,NA
"40",303,"5' UTR",NA,NA,NA,0.00181488203266788,NA,NA,2.71433030685504e-05,NA,NA,NA,0.00216230728531421,NA,NA,0,0,0.00321041754807967,NA,0.00361173593652754,0.000716075904045829,0.00501950939385387,NA
