"","SampleID","Pi"
"1","D75046-",0.0141999535937658
"2","D75054-",0.0129503067983373
"3","D75064-",0.012999349506522
"4","D75066-",0.0118620260160572
"5","D75077-",0.0103789089716089
"6","D75079-",0.0122945611471532
"7","D75150-",0.00722876060932073
"8","D75173-",0.011751941800638
"9","D75201-",0.0103479030147434
"10","D75211-",0.00949244946767227
"11","D75224-",0.00793358069035708
"12","D75239-",0.00822529844116529
"13","D75240-",0.0083840166139641
"14","D75251-",0.00824629738957007
"15","D75290-",0.0100187017902555
"16","D75292-",0.0120323352100711
"17","D75315-",0.0116563479430137
"18","D75327-",0.0127615384269367
"19","D75338-",0.00817548884417687
"20","D75366-",0.0133284941833449
"21","D75383R",0.0116448694974425
