"","merged.pos","DtT","Dt.ave","Fst"
"1",264,NA,NA,NA
"2",265,0.0056211917461043,0.00561539653195085,0.00103095827632401
"3",266,0.000162821998277488,0.000162810550585756,7.03080164391157e-05
"4",267,0.000316833421041772,0.000316815389993503,5.69101839358599e-05
"5",268,0.00138806293757648,0.00138735027088543,0.00051342534387551
"6",269,0.000667739628155283,0.000667695151206134,6.6608221638454e-05
"7",270,0.00241770806106154,0.00241657889606698,0.000467039429923653
"8",271,0.00269413981790777,0.00269333321847555,0.000299390338563162
"9",272,0.00295662172309695,0.00295632576530809,0.000100099984567911
"10",273,0.0015033712520852,0.00150313366973071,0.000158033056808536
"11",274,0.00220842579204427,0.00220785446684334,0.000258702467154724
"12",275,0.00253190870118394,0.00253126166980659,0.00025555083287453
"13",276,0.00352316859378405,0.00352132155463042,0.000524255114242456
"14",277,0.000814952966697004,0.000814845081702737,0.000132381865795658
"15",278,0.00107669617457959,0.00107666940731759,2.48605527100742e-05
"16",279,0.00345839377264406,0.00345666551873681,0.000499727336117773
"17",280,0.00169077896913304,0.0016907534364393,1.51011422552784e-05
"18",281,0.00215916340253816,0.00215907559794295,4.06660260690011e-05
"19",282,0.00307968257649864,0.00307879210190625,0.000289144926555131
"20",283,0.00131073975629395,0.00131069940441508,3.07855763748773e-05
"21",284,0.00274628188671437,0.0027462776166396,1.55485669208248e-06
"22",285,0.0740315435546862,0.0739582332761025,0.000990257329020181
"23",286,0.0023887642280852,0.00238843977196745,0.000135825927871129
"24",287,0.00127555918824953,0.00127554234232855,1.32066948599468e-05
"25",288,0.000741705277229335,0.000741707102566443,-2.46100056656259e-06
"26",289,0.000825219485702524,0.000825218397823194,1.31829089024704e-06
"27",290,0.00112101085320457,0.00112101260468278,-1.56240968146902e-06
"28",291,0.000981124118450852,0.000981097715109793,2.69113158702272e-05
"29",292,0.00129293186113162,0.00129292973008083,1.64823132515919e-06
"30",293,0.00114297070287703,0.00114293973710355,2.7092359760018e-05
"31",294,0.00610168029134597,0.00609241076460185,0.00151917607962227
"32",295,0.00152686783098841,0.00152638290835608,0.000317593063716687
"33",296,0.00286393020191277,0.00286379528558247,4.71088053089829e-05
"34",297,0.00155793396513351,0.00155792120183877,8.19244911899013e-06
"35",298,0.00116080287462823,0.00116082549695588,-1.9488517946924e-05
"36",299,0.00137936845862575,0.00137936211118291,4.60170217415123e-06
"37",300,0.00141976758171753,0.0014197552896243,8.65782075058412e-06
"38",301,0.00131323242834978,0.00131323186598278,4.28231124843285e-07
"39",302,0.00156478241568459,0.00156476570648567,1.06782890404614e-05
"40",303,0.00101758176418979,0.00101758023030186,1.50738543674299e-06
"41",304,0.00133617127351121,0.00133616970081686,1.17701553754921e-06
"42",305,0.00159309562944192,0.00159308412771162,7.21973627156252e-06
"43",306,0.00174516428552129,0.00174516806323864,-2.16467720628707e-06
"44",307,0.000817786496490489,0.000817784582414672,2.34055688754038e-06
"45",308,0.00179306043271879,0.00179300720679047,2.96844029089675e-05
"46",309,0.000836046275069547,0.0008360496444078,-4.03008583734187e-06
"47",310,0.0011063974129281,0.00110640063514111,-2.91234684068587e-06
"48",311,0.000840040612784897,0.00084003720325176,4.05877178442442e-06
"49",312,0.0010370552730192,0.00103705201453418,3.14205530667522e-06
"50",313,0.000862094014495304,0.000862111604918758,-2.04042983225945e-05
"51",314,0.000838348077062464,0.000838309528359946,4.59817390570692e-05
"52",315,0.00155766624788093,0.00155763845354206,1.78435777964331e-05
"53",316,0.0228617547323521,0.0228573995935436,0.000190498885999219
"54",317,0.0182149029550907,0.018207349688914,0.000414675071026914
"55",318,0.00294962538877694,0.0029496288697173,-1.18012964406259e-06
"56",319,0.00174029621351053,0.00174022637436357,4.0130609041003e-05
"57",320,0.00154000548997578,0.00154000027869607,3.38393580345594e-06
"58",321,0.0108985819333552,0.0108969919372981,0.000145890177896189
"59",322,0.00186158652750431,0.00186164399260602,-3.08688856874759e-05
"60",323,0.00116840491652301,0.00116841229472154,-6.31476162131603e-06
"61",324,0.00628157625926403,0.00628065334276704,0.000146924348108389
"62",325,0.00351468265925827,0.00351594628062717,-0.000359526447024114
"63",326,0.00933490866912534,0.00933324803623124,0.000177894926770568
"64",327,0.00436226380003132,0.00436231086562962,-1.07892599927363e-05
"65",328,0.00672410484314683,0.00672402168175537,1.23676524080664e-05
"66",329,0.00682173892620538,0.00682163472886656,1.52743076137666e-05
"67",330,0.00708642146480043,0.00708629994021802,1.71489351872299e-05
"68",331,0.00247882504475412,0.00247902384310071,-8.01986195075777e-05
"69",332,0.00865249482577835,0.00865238841616314,1.22981425997775e-05
"70",333,0.00338527412901404,0.00338523243957791,1.23149365580013e-05
"71",334,0.00683011551742062,0.00683010088224549,2.14274196267237e-06
"72",335,0.0225942290759445,0.0224829147179233,0.00492667210051943
"73",336,0.0115924589901794,0.0115921579883004,2.59653175616018e-05
"74",337,0.00608977104694716,0.00608970191760589,1.13517143315644e-05
"75",338,0.00607102653073697,0.006071058892063,-5.33045373313044e-06
"76",339,0.00887616704491327,0.00887613497166635,3.61341182054092e-06
"77",340,0.0111654209033526,0.0111653275925922,8.35711982359435e-06
"78",341,0.00515553947117485,0.00515536434808562,3.39679465570461e-05
"79",342,0.00542005457686026,0.00542004782959815,1.24486977288873e-06
"80",343,0.0062479185423686,0.00624780590720181,1.80276304870576e-05
"81",344,0.00266178201889103,0.00266182976493391,-1.79376231960928e-05
"82",345,0.00938888883672361,0.00938891268041699,-2.53956498939724e-06
"83",346,0.00459335219964335,0.0045933388819517,2.89934041004456e-06
"84",347,0.00511461966406534,0.00511453505633666,1.65423304638553e-05
"85",348,0.00933206068456948,0.00933197736153299,8.92868566788299e-06
"86",349,0.0221030827818997,0.021962447977692,0.00636267825603535
"87",350,0.0226696434724772,0.0226114284262968,0.00256797360978026
"88",351,0.00796400034748436,0.00796405384309423,-6.71717824351978e-06
"89",352,0.00678661140148531,0.00678664973803464,-5.64884992849725e-06
"90",353,0.012237902096951,0.0122371704218097,5.97876282636225e-05
"91",354,0.00323433807492191,0.00323434399681365,-1.8309439544021e-06
"92",355,0.00403525805115643,0.00403526570210034,-1.89602345464507e-06
"93",356,0.00861713908061368,0.00861666322390417,5.52221224531185e-05
"94",357,0.00587180695842222,0.00587183510309637,-4.79318791376437e-06
"95",358,0.00755974545492079,0.0075597229293807,2.97966911973759e-06
"96",359,0.013378852435031,0.013371867595676,0.000522080603617325
"97",360,0.00306759640848339,0.00306756315755932,1.08394063747769e-05
