"","merged.pos","DT","D.ave","Fst"
"1",264,0.487739454449316,0.434623032940182,0.108903270023757
"2",265,0.0241083503364715,0.0240967244360392,0.000482235419265291
"3",266,0.000373114630251253,0.000373105363402436,2.48364659697646e-05
"4",267,0.000523534360665061,0.000523529427639888,9.42254328188171e-06
"5",268,0.00053979970268449,0.000539793489417244,1.15103198735356e-05
"6",269,0.002318920672086,0.00231845595900806,0.000200400593057765
"7",270,0.00326060098289081,0.00325996270165827,0.000195755701445644
"8",271,0.00261222603508798,0.00261210453997633,4.65101832739352e-05
"9",272,0.00239972734434094,0.00239971365264912,5.70551977585721e-06
"10",273,0.0016801701979942,0.00168016180242148,4.99685849096002e-06
"11",274,0.00233725964164489,0.00233723310265125,1.13547477426026e-05
"12",275,0.00207434997121906,0.00207431563888267,1.65508891298061e-05
"13",276,0.00326943183727164,0.00326941051659812,6.5212167072748e-06
"14",277,0.00110210021213606,0.00110209544220735,4.32803537512308e-06
"15",278,0.00150440479466136,0.00150439401723222,7.16391570814628e-06
"16",279,0.00219061852913569,0.00219061041285108,3.70501961094124e-06
"17",280,0.00236714280638639,0.00236713798239682,2.03789545639854e-06
"18",281,0.00249997465638136,0.00249996980105815,1.94214897447122e-06
"19",282,0.00241090196238394,0.00241089534582307,2.74443381470765e-06
"20",283,0.00202718510208861,0.0020271599393884,1.24126307873917e-05
"21",284,0.00330112541900608,0.00330101772647041,3.26229761069746e-05
"22",285,0.106278411349369,0.105729182957996,0.00516782650774694
"23",286,0.00209167949326925,0.00209166224582324,8.24574035854564e-06
"24",287,0.00238931264287587,0.00238905495578593,0.000107849883399913
"25",288,0.00174344856804577,0.00174325523687297,0.000110890092399862
"26",289,0.00164220828777409,0.00164216038476121,2.9169876462429e-05
"27",290,0.00214967466084827,0.00214957159979283,4.79426293299262e-05
"28",291,0.00152871588212672,0.00152865235132815,4.15582773212456e-05
"29",292,0.00196138194250288,0.00196130030289589,4.16235131059965e-05
"30",293,0.00282423716539008,0.00282420489105633,1.14276287222995e-05
"31",294,0.0193305130399711,0.0193215719629317,0.000462536975656722
"32",295,0.0112128157112928,0.0111913898699534,0.00191083505615563
"33",296,0.00506664196873603,0.00506619246888365,8.8717508589336e-05
"34",297,0.00483027372677214,0.0048280549518145,0.000459347664985875
"35",298,0.00256937929368146,0.00256925907238726,4.67900144191806e-05
"36",299,0.00397286528472951,0.00397282403550877,1.03827383460113e-05
"37",300,0.00456553347757598,0.00456476983867455,0.000167261702313801
"38",301,0.00224241580296313,0.00224233866018236,3.44016398152888e-05
"39",302,0.00274463537690229,0.0027445195565853,4.21987991409688e-05
"40",303,0.00203067774129963,0.00203061316202897,3.18018311555899e-05
"41",304,0.00245658855428045,0.0024565364076637,2.12272489257837e-05
"42",305,0.00308596216042223,0.00308570433832831,8.35467450724048e-05
"43",306,0.00297855243504787,0.00297844029396548,3.76495243361129e-05
"44",307,0.00182914805679392,0.00182909304946149,3.00726517083105e-05
"45",308,0.0033121321594337,0.00331202377241812,3.27242423800719e-05
"46",309,0.00227640888735199,0.00227640293343073,2.61548849733289e-06
"47",310,0.00208355633499132,0.00208346905248735,4.18911178447404e-05
"48",311,0.00119389324003096,0.00119386592692794,2.28773412137215e-05
"49",312,0.00217914033954987,0.00217901361115086,5.81552260356737e-05
"50",313,0.00887588413275368,0.008875864962609,2.15980114091306e-06
"51",314,0.00590759571148521,0.00590383377017593,0.000636797352595676
"52",315,0.00379663477280125,0.00379635254663612,7.43358742727085e-05
"53",316,0.0256386171829349,0.0256344867703809,0.000161101221822081
"54",317,0.0155738150526772,0.0155508112183272,0.00147708408454773
"55",318,0.00706618287425771,0.00706549180858066,9.77990082272316e-05
"56",319,0.00339697253223261,0.00339692893596224,1.28338601389633e-05
"57",320,0.00254333830944857,0.0025433424585789,-1.63137177601032e-06
"58",321,0.0196272271518478,0.0196129955390907,0.000725095432327031
"59",322,0.00703735484614782,0.00702965586033135,0.00109401699712272
"60",323,0.00155216402258307,0.00155215836491057,3.64502231572466e-06
"61",324,0.0119802256733807,0.0119801089437223,9.74352750803615e-06
"62",325,0.0157632647490284,0.0157626180529165,4.10255186471192e-05
"63",326,0.0376978956430204,0.0374716635568123,0.0060011860701842
"64",327,0.00633090159535133,0.00633069601603958,3.2472359370722e-05
"65",328,0.00805613670094281,0.00805614844153817,-1.45734808088835e-06
"66",329,0.00860647668061071,0.00860649405407555,-2.01865007986149e-06
"67",330,0.00957659803567861,0.00957662046592333,-2.34219340055014e-06
"68",331,0.0105198147857218,0.01051947732156,3.20789071551524e-05
"69",332,0.00967114907640914,0.00967109629151835,5.45797509405151e-06
"70",333,0.00372162266323604,0.00372159517076362,7.38722726829142e-06
"71",334,0.00957240687527255,0.00957237994078992,2.81376282643518e-06
"72",335,0.00922575397423914,0.00922557521654745,1.93759439275352e-05
"73",336,0.0136493785469758,0.0136491979721234,1.32295292220776e-05
"74",337,0.0121509878009377,0.0121390828240784,0.000979753831896384
"75",338,0.00647161619684384,0.00647156818304793,7.41913525994259e-06
"76",339,0.00955096510929527,0.0095504288083797,5.61514893451898e-05
"77",341,0.00561485422840675,0.00561253334006862,0.0004133479238675
"78",342,0.00796738200020462,0.00796729745567001,1.06113318787896e-05
"79",343,0.00706761682160143,0.00706729951151224,4.48963345352032e-05
"80",344,0.00697780774465789,0.00697768574085929,1.74845457290933e-05
"81",345,0.0118309306633336,0.0118309427513184,-1.02172729640678e-06
"82",346,0.00764198689401682,0.00764053716941062,0.000189705193990801
"83",347,0.0441114097675619,0.0433579623135701,0.0170805571157659
"84",348,0.0491096065297483,0.0483574316977567,0.0153162463546927
"85",349,0.00492436533070211,0.00492386182397091,0.00010224804566407
"86",353,0.0122633082401669,0.0122632771220977,2.53749385079707e-06
"87",354,0.00444696587881835,0.00444676431915629,4.53252099425901e-05
"88",355,0.00538323221463778,0.00538280622242216,7.91331673296518e-05
"89",356,0.0146962129318589,0.0146936642067441,0.00017342733986076
"90",357,0.00637661459311312,0.00637604114068877,8.99305448026458e-05
"91",358,0.0107853666621947,0.0107852808293496,7.95826861882192e-06
"92",359,0.0115609745720978,0.0115597707836418,0.000104125171147346
"93",360,0.00359173123483261,0.00359158475935148,4.0781303373803e-05
"94",361,0.00474297872600135,0.00474296880481184,2.091763442025e-06
"95",362,0.425844661841937,0.352015237127636,0.173371727603585
"96",363,0.00364112647732961,0.00364112525071503,3.36877773387972e-07
"97",364,0.00872903179651639,0.0087290221386083,1.10641229285429e-06
"98",365,0.00950125957672143,0.0095005017280402,7.97629698580699e-05
"99",366,0.0141371070727818,0.0141367332669845,2.64414632657319e-05
"100",367,0.0072558365494495,0.00725200639069875,0.000527872799317784
"101",368,0.0138349240851816,0.0138344671320621,3.30289574873944e-05
"102",369,0.0257466020452096,0.0256508887120451,0.00371751320801218
"103",370,0.0291579730055096,0.0290591126643922,0.0033905080129805
"104",371,0.0171555114758257,0.0171550487544163,2.69721721794254e-05
"105",372,0.0592167230415319,0.0585505062142237,0.011250484543715
"106",373,0.00333262696951249,0.00333256530087082,1.85045137766546e-05
"107",374,0.0140899901833634,0.0140633236100174,0.00189258991659804
"108",375,0.00765054884881346,0.00765004336955392,6.60709799424614e-05
"109",376,0.0116236107808226,0.0116235982015596,1.08221646336295e-06
"110",377,0.0473735508628036,0.0469444587600236,0.00905763015364252
"111",379,0.0125161815724621,0.0124929456598307,0.00185646976251709
"112",381,0.00787877763564897,0.00787873258220028,5.71832976748345e-06
"113",382,0.0171604717261734,0.0171505405260377,0.00057872535756425
"114",383,0.0083829647293481,0.00837345505386845,0.00113440480625647
"115",384,0.0126745853796838,0.0126743582938799,1.79166258380849e-05
"116",385,0.010196757485154,0.0101909267187564,0.00057182554415352
"117",386,0.00953793129681425,0.0095368970599396,0.000108434087273648
"118",387,0.011158848437474,0.0111552216490931,0.00032501457486619
"119",389,0.00417278125570732,0.00417267559686888,2.532096267938e-05
"120",390,0.00784301025243613,0.00784298005014969,3.8508538773758e-06
"121",391,0.0078605529804618,0.0078543773150844,0.000785652789663765
"122",392,0.375828291552984,0.350523657453402,0.0673303066009734
"123",393,0.0101864926845707,0.010177979124451,0.000835769521785529
"124",394,0.00719226071240614,0.00719223520703215,3.54622489503316e-06
"125",395,0.00511283433609138,0.00511281691464766,3.40739452504548e-06
"126",396,0.00572912735027221,0.00572911176393255,2.72054340960287e-06
"127",397,0.00645948377902931,0.00645919448768554,4.47855205874414e-05
"128",398,0.00989406883210171,0.0098939564865301,1.1354840310494e-05
"129",399,0.00472488709081422,0.00472416218015006,0.000153423912621026
"130",400,0.0923181393916521,0.0887096418220132,0.0390876331934089
"131",401,0.00909214369806098,0.00909064841887199,0.000164458376225692
"132",402,0.0982295698387992,0.0933291271885367,0.049887652550087
"133",403,0.0118101135263521,0.0118101063925193,6.04044388278871e-07
