"","merged.pos","DT","D.ave","Fst"
"1",264,0.642797711485331,0.564759522940182,0.121403961387516
"2",265,0.023668532732515,0.0236567854360392,0.000496325505622225
"3",266,0.000536305161471247,0.000536272863402436,6.02233040652071e-05
"4",267,0.000664233750452228,0.000664211927639888,3.28541154753301e-05
"5",268,0.00153263577990669,0.00153201198941724,0.000407005041656749
"6",269,0.000835549218066653,0.00083550095900806,5.77572901147666e-05
"7",270,0.00418003020757615,0.00417859820165827,0.000342582672078407
"8",271,0.00344010346153187,0.00343938253997633,0.00020956391678233
"9",272,0.0033839483641594,0.00338371615264912,6.86214697420903e-05
"10",273,0.00254441447414427,0.00254411080242148,0.000119348371059728
"11",274,0.00368972150642383,0.00368874710265125,0.000264085994263669
"12",275,0.00286598786751062,0.00286545213888267,0.000186926341881295
"13",276,0.00687281106051581,0.00686707601659812,0.000834453888982656
"14",277,0.00188993996647299,0.00188976694220735,9.15501384723801e-05
"15",278,0.0016759385978439,0.00167592401723222,8.69996770680617e-06
"16",279,0.00384317668037574,0.00384167541285108,0.000390631930175354
"17",280,0.00268968724778087,0.00268966848239682,6.97679035565366e-06
"18",281,0.0028368398171268,0.00283678230105814,2.02746973262073e-05
"19",282,0.00354580371745156,0.00354505334582307,0.000211622438319661
"20",283,0.0020595511983266,0.0020595269393884,1.17787497681678e-05
"21",284,0.00393531526238936,0.00393532322647041,-2.02374664264753e-06
"22",285,0.144585722483444,0.144485224957996,0.000695072263853932
"23",286,0.0026466367556538,0.00264634624582323,0.000109765660113477
"24",287,0.00178223904033297,0.00178222595578593,7.34163417123715e-06
"25",288,0.00104892113957779,0.00104892323687297,-1.99947841248638e-06
"26",289,0.00134474963820166,0.00134475088476121,-9.26982625327013e-07
"27",290,0.00164183422465067,0.00164183559979283,-8.37564557035113e-07
"28",291,0.00136517249781504,0.00136515085132815,1.58562283738509e-05
"29",292,0.0016497270494845,0.00164972380289589,1.96795500864493e-06
"30",293,0.00221717392184961,0.00221714139105633,1.46721883019838e-05
"31",294,0.0151102315577044,0.0150807819629317,0.00194898368434885
"32",295,0.0101143660118795,0.0100878633699534,0.00262029690194362
"33",296,0.00343843669255594,0.00343829096888365,4.23807925869296e-05
"34",297,0.00231694211478986,0.0023169129518145,1.25868381299603e-05
"35",298,0.00235235783160952,0.00235228807238726,2.96550215799981e-05
"36",299,0.00369265036553783,0.00369265003550878,8.9374574410285e-08
"37",300,0.00311594890095115,0.00311594133867455,2.42695783546274e-06
"38",301,0.00171831215323526,0.00171831266018236,-2.95026197080947e-07
"39",302,0.00201533658584763,0.00201532105658531,7.70554280307383e-06
"40",303,0.00163880509561985,0.00163879316202897,7.28188538826932e-06
"41",304,0.00195122981155035,0.0019512294076637,2.06990815447896e-07
"42",305,0.0020737421647574,0.00207372833832831,6.66738099110423e-06
"43",306,0.0024969312221205,0.00249693729396548,-2.43172295902214e-06
"44",307,0.00132009612120109,0.00132009554946149,4.33104526023785e-07
"45",308,0.0024129201219428,0.00241286577241812,2.25243779044115e-05
"46",309,0.00220220701839497,0.00220221143343073,-2.0048232174742e-06
"47",310,0.001606894564347,0.00160689805248736,-2.17073380700203e-06
"48",311,0.00104683275315556,0.00104682992692794,2.69978906989462e-06
"49",312,0.00151070060811536,0.00151069861115086,1.3218797220867e-06
"50",313,0.00676015749133084,0.006757936462609,0.000328546890317748
"51",314,0.00242459961363574,0.00242451027017593,3.68487478539426e-05
"52",315,0.00278423631092138,0.00278420854663612,9.97195717593083e-06
"53",316,0.035771258916836,0.0357522662703809,0.000530947107543961
"54",317,0.0259094710542033,0.0259045922183272,0.000188303183260444
"55",318,0.00559126263217124,0.00559128030858065,-3.16143429081812e-06
"56",319,0.00321142260862389,0.00321133643596224,2.68331740031252e-05
"57",320,0.00229809112918345,0.0022980789585789,5.29596254493511e-06
"58",321,0.0180670213200354,0.0180418290390908,0.00139437932232431
"59",322,0.00341661308595355,0.00341645136033135,4.7335070764981e-05
"60",323,0.00149323532206097,0.00149324136491057,-4.04681667420685e-06
"61",324,0.00950822565453634,0.0095060209437223,0.000231874052441098
"62",325,0.0183521356600066,0.0183497375529165,0.000130671826675949
"63",326,0.0141951572385051,0.0141904240568122,0.000333436369412719
"64",327,0.00716566328928537,0.00716574201603959,-1.09866666960564e-05
"65",328,0.00742424352336195,0.00742416244153817,1.09212236269254e-05
"66",329,0.00787698798561205,0.00787689705407555,1.1543947593455e-05
"67",330,0.00898726020697106,0.00898717896592333,9.0395788994854e-06
"68",331,0.0121159738287906,0.01211542682156,4.51476074751627e-05
"69",332,0.00957732943163728,0.00957728729151835,4.39998636692899e-06
"70",333,0.00361899478350861,0.00361895067076362,1.21892259118018e-05
"71",334,0.00913276779430381,0.00913276394078992,4.21943705703625e-07
"72",335,0.023706347466995,0.0235899347165474,0.00491061521010914
"73",336,0.0137343965383383,0.0137341044721235,2.12653110775558e-05
"74",337,0.00687760153751619,0.00687753232407841,1.00636010108131e-05
"75",338,0.00675616920797236,0.00675620218304793,-4.88073559882939e-06
"76",339,0.00998289002654902,0.0099827698083797,1.20424214832302e-05
"77",340,0.0419541178652479,0.0419520580674958,4.90964381295411e-05
"78",341,0.00752318147509837,0.00752299634006862,2.46086087864509e-05
"79",342,0.00729331294289661,0.00729329645567001,2.26059497646005e-06
"80",343,0.00738912127674768,0.00738900751151224,1.53963145519916e-05
"81",344,0.00798786312227291,0.00798770674085929,1.95773777325438e-05
"82",345,0.0113557664071062,0.0113557452513184,1.86299955813141e-06
"83",346,0.0056702569723139,0.00567025316941061,6.70675650747504e-07
"84",347,0.00580096607268384,0.00580087681357011,1.53869394539494e-05
"85",348,0.0108739045228475,0.0108737811977567,1.13413806963629e-05
"86",349,0.0229409049150906,0.0227928428239709,0.00645406498425846
"87",350,0.0571940292173896,0.0571360434183553,0.00101384357471914
"88",351,0.0107042565417199,0.0107038369737181,3.91963701693001e-05
"89",352,0.035461766216737,0.0353685729855938,0.00262799180880098
"90",353,0.0131164196469914,0.0131158626220977,4.2467754825e-05
"91",354,0.0055118902981631,0.00551187231915628,3.26185860800551e-06
"92",355,0.00628709041036473,0.00628710572242216,-2.43547594118387e-06
"93",356,0.0114239680769486,0.0114235227067441,3.89855960294013e-05
"94",357,0.00717385552141704,0.00717380664068877,6.81373190861223e-06
"95",358,0.0103652619046285,0.0103651028293496,1.53469618340665e-05
"96",359,0.017302254318815,0.0172946457836419,0.000439742419279885
"97",360,0.00334227097470725,0.00334224575935149,7.54437804581812e-06
"98",361,0.00467283172496554,0.00467284230481185,-2.26411883142883e-06
"99",362,0.0698172030399527,0.068854527127636,0.0137885201698185
"100",363,0.0037339921360711,0.00373400375071503,-3.11051644099215e-06
"101",364,0.00809026038131039,0.00809022413860831,4.47979426817748e-06
"102",365,0.0100316588542472,0.0100314662280402,1.92018299064714e-05
"103",366,0.0144787315110612,0.0144786277669844,7.16527388272289e-06
"104",367,0.00744687590957993,0.00744333239069875,0.000475839657355059
"105",368,0.0198474475787826,0.0198342731320621,0.000663785439823196
"106",369,0.0251453416067823,0.0250541357120451,0.00362714876431019
"107",370,0.0303119721391202,0.0302197441643922,0.00304262534634031
"108",371,0.0152819921309989,0.0152794337544164,0.000167411196172522
"109",372,0.0214376465197171,0.0214245867142237,0.000609199591073992
"110",373,0.00464977943576899,0.00464944480087082,7.19679078959489e-05
"111",374,0.0144844058070647,0.0144594496100174,0.00172297002581408
"112",375,0.00839921429529026,0.00839920986955392,5.26922660181409e-07
"113",376,0.0110448234342575,0.0110445937015597,2.08000335376039e-05
"114",377,0.0594251942288839,0.0593065777600236,0.00199606362923232
"115",378,0.0242028604560249,0.0240939239933671,0.00450097470320635
